"seqnames"	"start"	"end"	"width"	"strand"	"gene_id"	"entrezgene"	"ensembl_gene_id"
"14149"	"chr9"	130213765	130265780	52016	"+"	"LRSAM1"	90678	"ENSG00000148356"
"14150"	"chr7"	23636998	23684327	47330	"+"	"CCDC126"	90693	"ENSG00000169193"
"14151"	"chr18"	56806709	56826068	19360	"+"	"SEC11C"	90701	"ENSG00000166562"
"14152"	"chrX"	55169535	55187743	18209	"-"	"FAM104B"	90736	"ENSG00000182518"
"14153"	"chrX"	55246788	55250541	3754	"+"	"PAGE5"	90737	"ENSG00000158639"
"14154"	"chr4"	182795591	183066402	270812	"-"	"AC108142.1"	90768	"ENSG00000177822"
"14155"	"chr1"	154929502	154936329	6828	"-"	"PYGO2"	90780	"ENSG00000163348"
"14156"	"chr17"	62502706	62538579	35874	"+"	"CEP95"	90799	"ENSG00000258890"
"14157"	"chr1"	213165524	213189168	23645	"-"	"ANGEL2"	90806	"ENSG00000174606"
"14158"	"chr14"	20925878	20929771	3894	"-"	"TMEM55B"	90809	"ENSG00000165782"
"14159"	"chr4"	148558936	148605381	46446	"-"	"PRMT10"	90826	"ENSG00000164169"
"14160"	"chr7"	57187321	57207571	20251	"-"	"ZNF479"	90827	"ENSG00000185177"
"14161"	"chr16"	30768744	30774031	5288	"-"	"C16orf93"	90835	"ENSG00000196118"
"14162"	"chrX"	102507923	102510131	2209	"-"	"TCEAL8"	90843	"ENSG00000180964"
"14163"	"chr16"	2047655	2059824	12170	"-"	"ZNF598"	90850	"ENSG00000167962"
"14164"	"chr1"	32256023	32281652	25630	"-"	"SPOCD1"	90853	"ENSG00000134668"
"14165"	"chr16"	1728257	1752281	24025	"+"	"HN1L"	90861	"ENSG00000206053"
"14166"	"chr16"	1826713	1843701	16989	"-"	"SPSB3"	90864	"ENSG00000162032"
"14167"	"chr9"	6215805	6257983	42179	"+"	"IL33"	90865	"ENSG00000137033"
"14168"	"chr9"	7796490	7888380	91891	"-"	"TMEM261"	90871	"ENSG00000137038"
"14169"	"chr1"	120162045	120190396	28352	"-"	"ZNF697"	90874	"ENSG00000143067"
"14170"	"chr5"	180649499	180662809	13311	"+"	"TRIM41"	90933	"ENSG00000146063"
"14171"	"chr11"	124622026	124632186	10161	"-"	"ESAM"	90952	"ENSG00000149564"
"14172"	"chr7"	140372953	140396061	23109	"+"	"ADCK2"	90956	"ENSG00000133597"
"14173"	"chr2"	39024871	39103075	78205	"-"	"DHX57"	90957	"ENSG00000163214"
"14174"	"chr8"	145946298	145981802	35505	"-"	"ZNF251"	90987	"ENSG00000198169"
"14175"	"chr8"	145691426	145699585	8160	"+"	"KIFC2"	90990	"ENSG00000167702"
"14176"	"chr11"	46299212	46342972	43761	"+"	"CREB3L1"	90993	"ENSG00000157613"
"14177"	"chr12"	50031724	50101948	70225	"-"	"FMNL3"	91010	"ENSG00000161791"
"14178"	"chr12"	50523575	50561288	37714	"-"	"CERS5"	91012	"ENSG00000139624"
"14179"	"chr19"	4675236	4724685	49450	"-"	"DPP9"	91039	"ENSG00000142002"
"14180"	"chr4"	24807739	24981826	174088	"-"	"CCDC149"	91050	"ENSG00000181982"
"14181"	"chr11"	65543364	65548273	4910	"-"	"AP5B1"	91056	"ENSG00000254470"
"14182"	"chr11"	27352374	27385415	33042	"-"	"CCDC34"	91057	"ENSG00000109881"
"14183"	"chr10"	37414785	37673039	258255	"+"	"ANKRD30A"	91074	"ENSG00000148513"
"14184"	"chr17"	73870242	73874656	4415	"-"	"TRIM47"	91107	"ENSG00000132481"
"14185"	"chr19"	20107867	20150315	42449	"-"	"ZNF682"	91120	"ENSG00000197124"
"14186"	"chr18"	5954705	6415236	460532	"-"	"L3MBTL4"	91133	"ENSG00000154655"
"14187"	"chr5"	110073837	110100857	27021	"+"	"SLC25A46"	91137	"ENSG00000164209"
"14188"	"chr8"	94767072	94831462	64391	"+"	"TMEM67"	91147	"ENSG00000164953"
"14189"	"chr2"	173541869	173600934	59066	"-"	"RAPGEF4-AS1"	91149	"ENSG00000228016"
"14190"	"chr16"	3348832	3355729	6898	"-"	"TIGD7"	91151	"ENSG00000140993"
"14191"	"chr1"	201159953	201198080	38128	"+"	"IGFN1"	91156	"ENSG00000163395"
"14192"	"chr22"	20778874	20792146	13273	"-"	"SCARF2"	91179	"ENSG00000244486"
"14193"	"chr1"	153965161	154127592	162432	"-"	"NUP210L"	91181	"ENSG00000143552"
"14194"	"chr22"	24979718	25024972	45255	"+"	"GGT1"	91227	"ENSG00000100031"
"14195"	"chr11"	47428683	47438047	9365	"+"	"SLC39A13"	91252	"ENSG00000165915"
"14196"	"chr5"	173034517	173043663	9147	"-"	"BOD1"	91272	"ENSG00000145919"
"14197"	"chr9"	103189438	103213511	24074	"+"	"MSANTD3"	91283	"ENSG00000066697"
"14198"	"chr22"	50941376	50946135	4760	"-"	"LMF2"	91289	"ENSG00000100258"
"14199"	"chr12"	88427623	88443937	16315	"+"	"C12orf29"	91298	"ENSG00000133641"
"14200"	"chr19"	896503	913240	16738	"-"	"R3HDM4"	91300	"ENSG00000198858"
"14201"	"chr19"	1009647	1021117	11471	"-"	"TMEM259"	91304	"ENSG00000182087"
"14202"	"chr22"	23980674	24059543	78870	"-"	"GUSBP11"	91316	"ENSG00000228315"
"14203"	"chr22"	24176690	24181315	4626	"-"	"DERL3"	91319	"ENSG00000099958"
"14204"	"chr4"	169277886	169458937	181052	"-"	"DDX60L"	91351	"ENSG00000181381"
"14205"	"chr22"	25747385	25801344	53960	"-"	"LRP5L"	91355	"ENSG00000100068"
"14206"	"chr5"	133737778	133747589	9812	"-"	"CDKN2AIPNL"	91368	"ENSG00000237190"
"14207"	"chr17"	48770551	48785285	14735	"-"	"ANKRD40"	91369	"ENSG00000154945"
"14208"	"chr9"	139971953	139978991	7039	"+"	"UAP1L1"	91373	"ENSG00000197355"
"14209"	"chr3"	44754135	44765323	11189	"+"	"ZNF502"	91392	"ENSG00000196653"
"14210"	"chr2"	179966419	180129517	163099	"-"	"SESTD1"	91404	"ENSG00000187231"
"14211"	"chr1"	52521797	52556388	34592	"+"	"BTF3L4"	91408	"ENSG00000134717"
"14212"	"chr2"	130896860	130902707	5848	"-"	"CCDC74B"	91409	"ENSG00000152076"
"14213"	"chr12"	58335324	58351052	15729	"+"	"XRCC6BP1"	91419	"ENSG00000166896"
"14214"	"chr15"	91498100	91506349	8250	"+"	"RCCD1"	91433	"ENSG00000166965"
"14215"	"chr19"	33463115	33469128	6014	"+"	"C19orf40"	91442	"ENSG00000131944"
"14216"	"chr22"	31556168	31603005	46838	"+"	"RNF185"	91445	"ENSG00000138942"
"14217"	"chr10"	27484146	27531059	46914	"-"	"ACBD5"	91452	"ENSG00000107897"
"14218"	"chr2"	42275160	42285668	10509	"+"	"PKDCC"	91461	"ENSG00000162878"
"14219"	"chr22"	35462129	35483380	21252	"+"	"ISX"	91464	"ENSG00000175329"
"14220"	"chr5"	177664619	178017556	352938	"-"	"COL23A1"	91522	"ENSG00000050767"
"14221"	"chr12"	47473386	47630443	157058	"+"	"PCED1B"	91523	"ENSG00000179715"
"14222"	"chr2"	197831741	198175897	344157	"-"	"ANKRD44"	91526	"ENSG00000065413"
"14223"	"chr2"	7005937	7038370	32434	"+"	"RSAD2"	91543	"ENSG00000134321"
"14224"	"chr1"	26607819	26644854	37036	"-"	"UBXN11"	91544	"ENSG00000158062"
"14225"	"chr12"	123717463	123742506	25044	"+"	"C12orf65"	91574	"ENSG00000130921"
"14226"	"chr22"	39925098	39928860	3763	"-"	"RPS19BP1"	91582	"ENSG00000187051"
"14227"	"chr7"	131808091	132333447	525357	"-"	"PLXNA4"	91584	"ENSG00000221866"
"14228"	"chr17"	33288549	33290205	1657	"+"	"ZNF830"	91603	"ENSG00000198783"
"14229"	"chr17"	33677324	33700720	23397	"-"	"SLFN11"	91607	"ENSG00000172716"
"14230"	"chr17"	34058668	34070540	11873	"+"	"RASL10B"	91608	"ENSG00000141150"
"14231"	"chr14"	65381079	65411309	30231	"+"	"CHURC1"	91612	"ENSG00000258289"
"14232"	"chr11"	33037410	33055128	17719	"+"	"DEPDC7"	91614	"ENSG00000121690"
"14233"	"chr1"	78354198	78409580	55383	"+"	"NEXN"	91624	"ENSG00000162614"
"14234"	"chr19"	33210659	33320483	109825	"+"	"TDRD12"	91646	"ENSG00000173809"
"14235"	"chr17"	17880723	17942523	61801	"-"	"ATPAF2"	91647	"ENSG00000171953"
"14236"	"chr3"	112929850	113006303	76454	"+"	"BOC"	91653	"ENSG00000144857"
"14237"	"chr19"	53893046	53930574	37529	"+"	"ZNF765"	91661	"ENSG00000196417"
"14238"	"chr19"	54296857	54327648	30792	"-"	"NLRP12"	91662	"ENSG00000142405"
"14239"	"chr19"	54369477	54379691	10215	"+"	"MYADM"	91663	"ENSG00000179820"
"14240"	"chr19"	53837002	53858122	21121	"+"	"ZNF845"	91664	"ENSG00000213799"
"14241"	"chr11"	66774249	66818334	44086	"+"	"SYT12"	91683	"ENSG00000173227"
"14242"	"chr1"	173768688	173793858	25171	"-"	"CENPL"	91687	"ENSG00000120334"
"14243"	"chr22"	42475695	42480288	4594	"+"	"SMDT1"	91689	"ENSG00000183172"
"14244"	"chr8"	12579403	12613582	34180	"-"	"LONRF1"	91694	"ENSG00000154359"
"14245"	"chr22"	42951229	42978044	26816	"-"	"RRP7B"	91695	"ENSG00000182841"
"14246"	"chr11"	67410026	67418130	8105	"-"	"ACY3"	91703	"ENSG00000132744"
"14247"	"chr10"	1064847	1071799	6953	"-"	"IDI2"	91734	"ENSG00000148377"
"14248"	"chr4"	69176105	69215807	39703	"-"	"YTHDC1"	91746	"ENSG00000083896"
"14249"	"chr14"	74181825	74256988	75164	"-"	"ELMSAN1"	91748	"ENSG00000156030"
"14250"	"chr6"	111580551	111592370	11820	"+"	"KIAA1919"	91749	"ENSG00000173214"
"14251"	"chr14"	74551499	74667936	116438	"+"	"LIN52"	91750	"ENSG00000205659"
"14252"	"chr2"	185463093	185804219	341127	"+"	"ZNF804A"	91752	"ENSG00000170396"
"14253"	"chr14"	75548822	75594047	45226	"-"	"NEK9"	91754	"ENSG00000119638"
"14254"	"chr18"	20714528	20840431	125904	"+"	"CABLES1"	91768	"ENSG00000134508"
"14255"	"chr3"	101498046	101547073	49028	"+"	"NXPE3"	91775	"ENSG00000144815"
"14256"	"chr8"	23101150	23119512	18363	"+"	"CHMP7"	91782	"ENSG00000147457"
"14257"	"chr11"	107373452	107436472	63021	"-"	"ALKBH8"	91801	"ENSG00000137760"
"14258"	"chr16"	46740891	46824319	83429	"-"	"MYLK3"	91807	"ENSG00000140795"
"14259"	"chr14"	103566481	103576896	10416	"+"	"EXOC3L4"	91828	"ENSG00000205436"
"14260"	"chr14"	102605840	102691184	85345	"+"	"WDR20"	91833	"ENSG00000140153"
"14261"	"chrX"	109917084	110039286	122203	"-"	"CHRDL1"	91851	"ENSG00000101938"
"14262"	"chr15"	68483043	68498417	15375	"-"	"CALML4"	91860	"ENSG00000129007"
"14263"	"chr16"	71660064	71676017	15954	"+"	"MARVELD3"	91862	"ENSG00000140832"
"14264"	"chr3"	53122499	53164478	41980	"-"	"RFT1"	91869	"ENSG00000163933"
"14265"	"chr14"	20724717	20774153	49437	"-"	"TTC5"	91875	"ENSG00000136319"
"14266"	"chr11"	111744780	111751967	7188	"-"	"FDXACB1"	91893	"ENSG00000255561"
"14267"	"chr11"	111783460	111797595	14136	"+"	"HSPB2-C11orf52"	91894	"ENSG00000254445"
"14268"	"chr5"	156346293	156390266	43974	"-"	"TIMD4"	91937	"ENSG00000145850"
"14269"	"chr5"	60240956	60448853	207898	"+"	"NDUFAF2"	91942	"ENSG00000164182"
"14270"	"chr15"	98462784	98517068	54285	"+"	"ARRDC4"	91947	"ENSG00000140450"
"14271"	"chr15"	98285448	98417780	132333	"-"	"LINC00923"	91948	"ENSG00000251209"
"14272"	"chr16"	23399814	23464501	64688	"-"	"COG7"	91949	"ENSG00000168434"
"14273"	"chrX"	148621900	148632055	10156	"+"	"CXorf40A"	91966	"ENSG00000197620"
"14274"	"chr5"	150273954	150284545	10592	"-"	"ZNF300"	91975	"ENSG00000145908"
"14275"	"chr5"	150040436	150058927	18492	"+"	"MYOZ3"	91977	"ENSG00000164591"
"14276"	"chr19"	507299	519654	12356	"+"	"TPGS1"	91978	"ENSG00000141933"
"14277"	"chrX"	152853377	152865500	12124	"-"	"FAM58A"	92002	"ENSG00000147382"
"14278"	"chr9"	37879400	37904350	24951	"-"	"SLC25A51"	92014	"ENSG00000122696"
"14279"	"chr16"	12070594	12668146	597553	"+"	"SNX29"	92017	"ENSG00000048471"
"14280"	"chr4"	1243088	1282079	38992	"+"	"CTBP1-AS2"	92070	"ENSG00000196810"
"14281"	"chr20"	23965690	23969416	3727	"-"	"GGTLC1"	92086	"ENSG00000149435"
"14282"	"chr7"	138710452	138720775	10324	"-"	"ZC3HAV1L"	92092	"ENSG00000146858"
"14283"	"chr2"	178477720	178483694	5975	"-"	"TTC30A"	92104	"ENSG00000197557"
"14284"	"chr11"	77589766	77705724	115959	"-"	"INTS4"	92105	"ENSG00000149262"
"14285"	"chr3"	16306706	16391806	85101	"+"	"OXNAD1"	92106	"ENSG00000154814"
"14286"	"chr18"	65173819	65184217	10399	"-"	"DSEL"	92126	"ENSG00000171451"
"14287"	"chrX"	106143293	106146565	3273	"-"	"RIPPLY1"	92129	"ENSG00000147223"
"14288"	"chr8"	98656407	98740998	84592	"+"	"MTDH"	92140	"ENSG00000147649"
"14289"	"chr16"	70695107	70719969	24863	"-"	"MTSS1L"	92154	"ENSG00000132613"
"14290"	"chr17"	7758383	7759417	1035	"+"	"TMEM88"	92162	"ENSG00000167874"
"14291"	"chr10"	135204338	135233999	29662	"+"	"RP11-108K14.8"	92170	"ENSG00000254536"
"14292"	"chr5"	171636644	171711075	74432	"-"	"UBTD2"	92181	"ENSG00000168246"
"14293"	"chr2"	159651829	159719293	67465	"+"	"DAPL1"	92196	"ENSG00000163331"
"14294"	"chr10"	85954410	85979377	24968	"+"	"CDHR1"	92211	"ENSG00000148600"
"14295"	"chr1"	167063282	167098402	35121	"+"	"DUSP27"	92235	"ENSG00000198842"
"14296"	"chr1"	167599330	167675486	76157	"+"	"RCSD1"	92241	"ENSG00000198771"
"14297"	"chrX"	62563106	62780951	217846	"-"	"RP11-357C3.3"	92249	"ENSG00000235437"
"14298"	"chr5"	36098514	36152063	53550	"-"	"LMBRD2"	92255	"ENSG00000164187"
"14299"	"chr5"	68513587	68525956	12370	"+"	"MRPS36"	92259	"ENSG00000134056"
"14300"	"chr5"	81575281	81682796	107516	"+"	"ATP6AP1L"	92270	"ENSG00000205464"
"14301"	"chr19"	37128094	37157755	29662	"-"	"ZNF461"	92283	"ENSG00000197808"
"14302"	"chr19"	37672481	37709055	36575	"-"	"ZNF585B"	92285	"ENSG00000245680"
"14303"	"chr2"	30945637	31043408	97772	"-"	"CAPN13"	92291	"ENSG00000162949"
"14304"	"chr11"	58672871	58811000	138130	"+"	"GLYATL1"	92292	"ENSG00000166840"
"14305"	"chr12"	128751948	129192460	440513	"+"	"TMEM132C"	92293	"ENSG00000181234"
"14306"	"chr5"	180017103	180018540	1438	"-"	"SCGB3A1"	92304	"ENSG00000161055"
"14307"	"chr4"	1717679	1723085	5407	"-"	"TMEM129"	92305	"ENSG00000168936"
"14308"	"chr1"	156041804	156051789	9986	"-"	"MEX3A"	92312	"ENSG00000254726"
"14309"	"chr17"	61780192	61819330	39139	"-"	"STRADA"	92335	"ENSG00000266173"
"14310"	"chr17"	62075711	62081664	5954	"+"	"C17orf72"	92340	"ENSG00000224383"
"14311"	"chr1"	169761670	169764107	2438	"-"	"METTL18"	92342	"ENSG00000171806"
"14312"	"chr1"	170501270	170522587	21318	"+"	"GORAB"	92344	"ENSG00000120370"
"14313"	"chr4"	164031225	164088073	56849	"-"	"NAF1"	92345	"ENSG00000145414"
"14314"	"chr1"	172389828	172437971	48144	"+"	"C1orf105"	92346	"ENSG00000180999"
"14315"	"chr19"	6463788	6467232	3445	"+"	"CRB3"	92359	"ENSG00000130545"
"14316"	"chr3"	140770244	140867453	97210	"+"	"SPSB4"	92369	"ENSG00000175093"
"14317"	"chr3"	140947568	141013748	66181	"+"	"ACPL2"	92370	"ENSG00000155893"
"14318"	"chr9"	125026882	125085743	58862	"+"	"MRRF"	92399	"ENSG00000148187"
"14319"	"chr9"	124999903	125027118	27216	"-"	"RBM18"	92400	"ENSG00000119446"
"14320"	"chr8"	82644669	82671750	27082	"+"	"CHMP4C"	92421	"ENSG00000164695"
"14321"	"chr10"	112658488	112679032	20545	"-"	"BBIP1"	92482	"ENSG00000214413"
"14322"	"chr15"	59499042	59500705	1664	"+"	"LDHAL6B"	92483	"ENSG00000171989"
"14323"	"chr17"	19912657	20222339	309683	"+"	"SPECC1"	92521	"ENSG00000128487"
"14324"	"chrX"	13336770	13338518	1749	"-"	"ATXN3L"	92552	"ENSG00000123594"
"14325"	"chr12"	120427673	120532298	104626	"+"	"CCDC64"	92558	"ENSG00000135127"
"14326"	"chr10"	127585108	127698161	113054	"+"	"FANK1"	92565	"ENSG00000203780"
"14327"	"chr17"	42148103	42153709	5607	"+"	"G6PC3"	92579	"ENSG00000141349"
"14328"	"chr17"	42247815	42256451	8637	"+"	"ASB16"	92591	"ENSG00000161664"
"14329"	"chr16"	30565085	30569819	4735	"-"	"ZNF764"	92595	"ENSG00000169951"
"14330"	"chr4"	71768043	71888166	120124	"+"	"MOB1B"	92597	"ENSG00000173542"
"14331"	"chr19"	39971052	39984422	13371	"+"	"TIMM50"	92609	"ENSG00000105197"
"14332"	"chr4"	113195698	113207059	11362	"-"	"TIFA"	92610	"ENSG00000145365"
"14333"	"chr17"	79885705	79888629	2925	"+"	"MAFG-AS1"	92659	"ENSG00000265688"
"14334"	"chr20"	17949556	17971765	22210	"+"	"MGME1"	92667	"ENSG00000125871"
"14335"	"chr20"	18568537	18744561	176025	"+"	"DTD1"	92675	"ENSG00000125821"
"14336"	"chr4"	38869298	38947360	78063	"+"	"FAM114A1"	92689	"ENSG00000197712"
"14337"	"chr2"	216946589	216967506	20918	"+"	"TMEM169"	92691	"ENSG00000163449"
"14338"	"chr1"	202976514	202993976	17463	"+"	"TMEM183A"	92703	"ENSG00000163444"
"14339"	"chr9"	140500106	140509812	9707	"+"	"ARRDC1"	92714	"ENSG00000197070"
"14340"	"chr9"	140449356	140473387	24032	"-"	"DPH7"	92715	"ENSG00000148399"
"14341"	"chr17"	72920370	72930007	9638	"+"	"OTOP2"	92736	"ENSG00000183034"
"14342"	"chr2"	230222345	230579274	356930	"-"	"DNER"	92737	"ENSG00000187957"
"14343"	"chrX"	48316920	48328644	11725	"-"	"SLC38A5"	92745	"ENSG00000017483"
"14344"	"chr20"	31861286	31897684	36399	"+"	"BPIFB1"	92747	"ENSG00000125999"
"14345"	"chr2"	26624784	26679579	54796	"+"	"DRC1"	92749	"ENSG00000157856"
"14346"	"chr12"	66696325	66737423	41099	"+"	"HELB"	92797	"ENSG00000127311"
"14347"	"chr19"	41082757	41097305	14549	"+"	"SHKBP1"	92799	"ENSG00000160410"
"14348"	"chr16"	90036206	90038942	2737	"-"	"CENPBD1"	92806	"ENSG00000177946"
"14349"	"chr1"	228645065	228645560	496	"-"	"HIST3H2A"	92815	"ENSG00000181218"
"14350"	"chr16"	89786808	89807311	20504	"+"	"ZNF276"	92822	"ENSG00000158805"
"14351"	"chr19"	1491165	1497926	6762	"+"	"REEP6"	92840	"ENSG00000115255"
"14352"	"chr2"	131099798	131105383	5586	"+"	"IMP4"	92856	"ENSG00000136718"
"14353"	"chr2"	38789120	38830728	41609	"-"	"HNRNPLL"	92906	"ENSG00000143889"
"14354"	"chr15"	76135622	76193419	57798	"+"	"UBE2Q2"	92912	"ENSG00000140367"
"14355"	"chr16"	57546090	57570511	24422	"-"	"CCDC102A"	92922	"ENSG00000135736"
"14356"	"chr2"	198570087	198573113	3027	"+"	"MARS2"	92935	"ENSG00000247626"
"14357"	"chr9"	18473892	18910948	437057	"+"	"ADAMTSL1"	92949	"ENSG00000178031"
"14358"	"chr19"	7541761	7562335	20575	"-"	"PEX11G"	92960	"ENSG00000104883"
"14359"	"chr12"	58148881	58154190	5310	"+"	"MARCH9"	92979	"ENSG00000139266"
"14360"	"chr3"	42695176	42709072	13897	"+"	"ZBTB47"	92999	"ENSG00000114853"
"14361"	"chr2"	232260254	232265875	5622	"+"	"B3GNT7"	93010	"ENSG00000156966"
"14362"	"chr2"	18737050	18770838	33789	"-"	"NT5C1B"	93034	"ENSG00000185013"
"14363"	"chr8"	110374706	110542559	167854	"+"	"PKHD1L1"	93035	"ENSG00000205038"
"14364"	"chr12"	56660642	56664750	4109	"+"	"COQ10A"	93058	"ENSG00000135469"
"14365"	"chr13"	103418340	103426161	7822	"-"	"TEX30"	93081	"ENSG00000151287"
"14366"	"chr2"	97163383	97173846	10464	"-"	"NEURL3"	93082	"ENSG00000163121"
"14367"	"chr19"	35988122	36004560	16439	"-"	"DMKN"	93099	"ENSG00000161249"
"14368"	"chr8"	144656955	144660819	3865	"-"	"NAPRT1"	93100	"ENSG00000147813"
"14369"	"chr16"	84255823	84273356	17534	"-"	"KCNG4"	93107	"ENSG00000168418"
"14370"	"chr3"	194308402	194354418	46017	"-"	"TMEM44"	93109	"ENSG00000145014"
"14371"	"chr16"	30960387	30967782	7396	"+"	"ORAI3"	93129	"ENSG00000175938"
"14372"	"chr19"	9715356	9732075	16720	"-"	"ZNF561"	93134	"ENSG00000171469"
"14373"	"chr19"	9964394	10047228	82835	"-"	"OLFM2"	93145	"ENSG00000105088"
"14374"	"chr12"	13152812	13155768	2957	"+"	"HTR7P1"	93164	"ENSG00000183935"
"14375"	"chr5"	122424816	122529960	105145	"+"	"PRDM6"	93166	"ENSG00000061455"
"14376"	"chr1"	159997462	160001783	4322	"-"	"PIGM"	93183	"ENSG00000143315"
"14377"	"chr1"	160061130	160068733	7604	"-"	"IGSF8"	93185	"ENSG00000162729"
"14378"	"chr1"	12806163	12823847	17685	"+"	"C1orf158"	93190	"ENSG00000157330"
"14379"	"chr17"	37827375	37853050	25676	"-"	"PGAP3"	93210	"ENSG00000161395"
"14380"	"chr19"	48799714	48825151	25438	"-"	"CCDC114"	93233	"ENSG00000105479"
"14381"	"chr1"	205350506	205425082	74577	"-"	"LEMD1"	93273	"ENSG00000186007"
"14382"	"chr19"	17160539	17186435	25897	"-"	"HAUS8"	93323	"ENSG00000131351"
"14383"	"chr19"	17516531	17544533	28003	"+"	"MVB12A"	93343	"ENSG00000141971"
"14384"	"chr2"	231191899	231268447	76549	"+"	"SP140L"	93349	"ENSG00000185404"
"14385"	"chr10"	98102973	98119092	16120	"-"	"OPALIN"	93377	"ENSG00000197430"
"14386"	"chrX"	135044229	135056222	11994	"-"	"MMGT1"	93380	"ENSG00000169446"
"14387"	"chr7"	101256605	101272576	15972	"-"	"MYL10"	93408	"ENSG00000106436"
"14388"	"chr10"	135367404	135382876	15473	"-"	"SYCE1"	93426	"ENSG00000171772"
"14389"	"chr19"	46706683	46718094	11412	"+"	"AC006262.6"	93429	"ENSG00000268460"
"14390"	"chr19"	19144384	19170563	26180	"+"	"ARMC6"	93436	"ENSG00000105676"
"14391"	"chr1"	247108849	247242113	133265	"-"	"ZNF670"	93474	"ENSG00000135747"
"14392"	"chr14"	55518349	55536910	18562	"+"	"MAPK1IP1L"	93487	"ENSG00000168175"
"14393"	"chr13"	19997017	20110903	113887	"-"	"TPTE2"	93492	"ENSG00000132958"
"14394"	"chr16"	82031221	82045093	13873	"-"	"SDR42E1"	93517	"ENSG00000184860"
"14395"	"chr10"	46111043	46168228	57186	"-"	"ZFAND4"	93550	"ENSG00000172671"
"14396"	"chr3"	167967310	168548387	581078	"+"	"EGFEM1P"	93556	"ENSG00000206120"
"14397"	"chr4"	100467866	100485189	17324	"-"	"TRMT10A"	93587	"ENSG00000145331"
"14398"	"chr12"	1901123	2028002	126880	"-"	"CACNA2D4"	93589	"ENSG00000151062"
"14399"	"chr8"	124054208	124164393	110186	"+"	"TBC1D31"	93594	"ENSG00000156787"
"14400"	"chr1"	11714432	11723384	8953	"+"	"FBXO44"	93611	"ENSG00000132879"
"14401"	"chr4"	6641818	6644472	2655	"+"	"MRFAP1"	93621	"ENSG00000179010"
"14402"	"chr4"	6675178	6677774	2597	"+"	"AC093323.3"	93622	"ENSG00000170846"
"14403"	"chr4"	7043626	7059679	16054	"+"	"TADA2B"	93624	"ENSG00000173011"
"14404"	"chr4"	106962756	107242652	279897	"-"	"TBCK"	93627	"ENSG00000145348"
"14405"	"chr6"	43445261	43474294	29034	"+"	"TJAP1"	93643	"ENSG00000137221"
"14406"	"chr17"	12569207	12672266	103060	"+"	"MYOCD"	93649	"ENSG00000141052"
"14407"	"chr19"	51293672	51298481	4810	"+"	"ACPT"	93650	"ENSG00000142513"
"14408"	"chr7"	116592500	116594388	1889	"-"	"ST7-AS1"	93653	"ENSG00000227199"
"14409"	"chr7"	116712126	116786534	74409	"-"	"ST7-AS2"	93654	"ENSG00000226367"
"14410"	"chr7"	116593292	116870157	276866	"+"	"ST7"	93655	"ENSG00000004866"
"14411"	"chr19"	49526126	49527590	1465	"-"	"CGB"	93659	"ENSG00000104827"
"14412"	"chr12"	18891045	18892121	1077	"+"	"CAPZA3"	93661	"ENSG00000177938"
"14413"	"chr6"	129897277	130031370	134094	"-"	"ARHGAP18"	93663	"ENSG00000146376"
"14414"	"chr7"	121958481	122526813	568333	"-"	"CADPS2"	93664	"ENSG00000081803"
"14415"	"chr8"	133572745	133573726	982	"-"	"HPYR1"	93668	"ENSG00000253521"
"14416"	"chrX"	70798261	70833433	35173	"+"	"ACRC"	93953	"ENSG00000147174"
"14417"	"chr3"	53901093	53916229	15137	"-"	"ACTR8"	93973	"ENSG00000113812"
"14418"	"chr1"	28562620	28573417	10798	"+"	"ATPIF1"	93974	"ENSG00000130770"
"14419"	"chr12"	8608522	8630926	22405	"+"	"CLEC6A"	93978	"ENSG00000205846"
"14420"	"chr7"	129984630	130008571	23942	"+"	"CPA5"	93979	"ENSG00000158525"
"14421"	"chr7"	113726382	114333827	607446	"+"	"FOXP2"	93986	"ENSG00000128573"
"14422"	"chr17"	26880401	26898890	18490	"-"	"PIGS"	94005	"ENSG00000087111"
"14423"	"chr22"	42896585	42908566	11982	"+"	"SERHL"	94009	"ENSG00000172250"
"14424"	"chr17"	72209653	72258155	48503	"+"	"TTYH2"	94015	"ENSG00000141540"
"14425"	"chr19"	8959520	9092018	132499	"-"	"MUC16"	94025	"ENSG00000181143"
"14426"	"chr6"	27253682	27279949	26268	"-"	"POM121L2"	94026	"ENSG00000158553"
"14427"	"chr19"	49557531	49562117	4587	"-"	"CGB7"	94027	"ENSG00000196337"
"14428"	"chr19"	51020149	51071302	51154	"-"	"LRRC4B"	94030	"ENSG00000131409"
"14429"	"chr4"	8271492	8308838	37347	"+"	"HTRA3"	94031	"ENSG00000170801"
"14430"	"chr3"	183977001	183979251	2251	"-"	"CAMK2N2"	94032	"ENSG00000163888"
"14431"	"chr5"	121187650	121188519	870	"+"	"FTMT"	94033	"ENSG00000181867"
"14432"	"chr19"	19779605	19794318	14714	"+"	"ZNF101"	94039	"ENSG00000181896"
"14433"	"chrX"	16737755	16783459	45705	"+"	"SYAP1"	94056	"ENSG00000169895"
"14434"	"chr19"	54972981	54974894	1914	"-"	"LENG9"	94059	"ENSG00000182909"
"14435"	"chr5"	174904065	174956745	52681	"+"	"SFXN1"	94081	"ENSG00000164466"
"14436"	"chr17"	40274756	40275371	616	"+"	"HSPB9"	94086	"ENSG00000197723"
"14437"	"chr2"	73169165	73302747	133583	"-"	"SFXN5"	94097	"ENSG00000144040"
